Reaction,temperature,pressure,M,k,ln_unc_k,W,Ref,
H + O2 <=> O + OH,1690,0,0,9.11E+11,0.693147181,1.00E-10,"A.N. Pirraglia, J.V. Michael, J.W. Sutherland, R.E. Klemm. A Flash Photolysis-Shock Tube Kinetic Study of the H  Atom Reaction with O2:H+O2 =OH+O  (962K<T<1705K) and H+O2 +Ar= HO2 + Ar (746 K < T < 987 K).  Journal of Physical Chemistry A 93 (1989) 282-350",
H + O2 <=> O + OH,1705,0,0,1.57E+12,0.693147181,1.00E-10,"A.N. Pirraglia, J.V. Michael, J.W. Sutherland, R.E. Klemm. A Flash Photolysis-Shock Tube Kinetic Study of the H  Atom Reaction with O2:H+O2 =OH+O  (962K<T<1705K) and H+O2 +Ar= HO2 + Ar (746 K < T < 987 K).  Journal of Physical Chemistry A 93 (1989) 282-351",
H + O2 <=> O + OH,1428,1.65,0,4.66E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8568",
H + O2 <=> O + OH,1488,1.58,0,5.59E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8569",
H + O2 <=> O + OH,1520,1.55,0,6.36E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8570",
H + O2 <=> O + OH,1594,1.53,0,8.01E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8571",
H + O2 <=> O + OH,1629,1.5,0,8.59E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8572",
H + O2 <=> O + OH,1685,1.46,0,1.02E+12,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8573",
H + O2 <=> O + OH,250,1,0,2.142837631,0.7,1.00E-10,"Howard, M. J. and Smith, I. W. M.: J. Chem. Soc. Faraday Trans: 2, 77, 997, 1981",
H + O2 <=> O + OH,300,1,0,460.9016946,0.7,1.00E-10,"Howard, M. J. and Smith, I. W. M.: J. Chem. Soc. Faraday Trans: 2, 77, 997, 1982",
H + O2 <=> O + OH,375,1,0,108849.8272,0.7,1.00E-10,"Howard, M. J. and Smith, I. W. M.: J. Chem. Soc. Faraday Trans: 2, 77, 997, 1983",
H + O2 <=> O + OH,445,1,0,3232618.585,0.7,1.00E-10,"Howard, M. J. and Smith, I. W. M.: J. Chem. Soc. Faraday Trans: 2, 77, 997, 1984",
H + O2 <=> O + OH,515,1,0,36015273.13,0.7,1.00E-10,"Howard, M. J. and Smith, I. W. M.: J. Chem. Soc. Faraday Trans: 2, 77, 997, 1985",
H + O2 <=> O + OH,221,1,0,2.24E-02,0.7,1.00E-10,"Lewis, R. S. and Watson, R. T.: J. Phys. Chem., 84, 3495, 1980",
H + O2 <=> O + OH,260,1,0,6.16E+00,0.7,1.00E-10,"Lewis, R. S. and Watson, R. T.: J. Phys. Chem., 84, 3495, 1981",
H + O2 <=> O + OH,298,1,0,3.36E+02,0.7,1.00E-10,"Lewis, R. S. and Watson, R. T.: J. Phys. Chem., 84, 3495, 1982",
H + O2 <=> O + OH,408,1,0,5.41E+05,0.7,1.00E-10,"Lewis, R. S. and Watson, R. T.: J. Phys. Chem., 84, 3495, 1983",
H + O2 <=> O + OH,499,1,0,1.87E+07,0.7,1.00E-10,"Lewis, R. S. and Watson, R. T.: J. Phys. Chem., 84, 3495, 1984",
H + O2 <=> O + OH,294,1,0,3.13E+02,0.7,1.00E-10,"Smith, I. W. M. and Stewart, D. W. A.: J. Chem. Soc. Faraday Trans., 90, 3221, 1994",
H + O2 <=> O + OH,227,1,0,8.43E-02,0.7,1.00E-10,"Smith, I. W. M. and Stewart, D. W. A.: J. Chem. Soc. Faraday Trans., 90, 3221, 1995",
H + O2 <=> O + OH,190,1,0,8.31E-05,0.7,1.00E-10,"Smith, I. W. M. and Stewart, D. W. A.: J. Chem. Soc. Faraday Trans., 90, 3221, 1996",
H + O2 <=> O + OH,158,1,0,1.52E-08,0.7,1.00E-10,"Smith, I. W. M. and Stewart, D. W. A.: J. Chem. Soc. Faraday Trans., 90, 3221, 1997",
H + O2 <=> O + OH,298,1,0,379.8387681,0.65,1,Atkinson,
CO + OH <=> CO2 + H,1428,1.65,0,2.79E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8574",
CO + OH <=> CO2 + H,1488,1.58,0,2.66E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8575",
CO + OH <=> CO2 + H,1520,1.55,0,3.38E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8576",
CO + OH <=> CO2 + H,1594,1.53,0,3.39E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8577",
CO + OH <=> CO2 + H,1629,1.5,0,4.47E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8578",
CO + OH <=> CO2 + H,1685,1.46,0,4.62E+11,0.693147181,1.00E-10,"S.K. Wang, D.F. Davidson, R.K. Hanson. Shock Tube and Laser Absorption Study of CH2O Oxidation via Simultaneous Measurements of OH and CO. Journal of Physical Chemistry A 121 (2017) 8561-8579",
H2 + OH <=> H + H2O,1403,0.014381585,0,2.36E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3857",
H2 + OH <=> H + H2O,1387,0.013736848,0,2.05E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3858",
H2 + OH <=> H + H2O,1476,0.013763163,0,3.88E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3859",
H2 + OH <=> H + H2O,1434,0.014013164,0,2.88E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3860",
H2 + OH <=> H + H2O,1483,0.013776321,0,4.12E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3861",
H2 + OH <=> H + H2O,1493,0.013842111,0,3.73E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3862",
H2 + OH <=> H + H2O,1468,0.013671058,0,4.51E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3863",
H2 + OH <=> H + H2O,1560,0.013855269,0,5.70E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3864",
H2 + OH <=> H + H2O,1564,0.013815795,0,4.04E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3865",
H2 + OH <=> H + H2O,1599,0.013565795,0,5.31E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3866",
H2 + OH <=> H + H2O,1366,0.014250006,0,1.99E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3867",
H2 + OH <=> H + H2O,1606,0.013578953,0,7.59E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3868",
H2 + OH <=> H + H2O,1493,0.013789479,0,5.58E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3869",
H2 + OH <=> H + H2O,1617,0.013684216,0,6.20E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3870",
H2 + OH <=> H + H2O,1559,0.014342111,0,3.35E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3871",
H2 + OH <=> H + H2O,1700,0.013947374,0,5.06E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3872",
H2 + OH <=> H + H2O,1467,0.013881585,0,4.50E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3873",
H2 + OH <=> H + H2O,1356,0.013684216,0,2.94E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3874",
H2 + OH <=> H + H2O,1591,0.013868427,0,6.98E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3875",
H2 + OH <=> H + H2O,1699,0.014118427,0,4.64E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3876",
H2 + OH <=> H + H2O,1751,0.014289479,0,5.23E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3877",
H2 + OH <=> H + H2O,1806,0.014118427,0,5.63E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3878",
H2 + OH <=> H + H2O,1884,0.013802637,0,7.42E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3879",
H2 + OH <=> H + H2O,2019,0.013644742,0,9.43E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3880",
H2 + OH <=> H + H2O,1818,0.014263164,0,7.97E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3881",
H2 + OH <=> H + H2O,1881,0.013855269,0,8.96E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3882",
H2 + OH <=> H + H2O,1743,0.020223692,0,7.01E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3883",
H2 + OH <=> H + H2O,1724,0.020828956,0,6.62E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3884",
H2 + OH <=> H + H2O,1823,0.02048685,0,1.08E+13,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3885",
H2 + OH <=> H + H2O,1706,0.02023685,0,5.93E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3886",
H2 + OH <=> H + H2O,1784,0.02030264,0,7.20E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3887",
H2 + OH <=> H + H2O,1641,0.020460535,0,4.08E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3888",
H2 + OH <=> H + H2O,1722,0.020605271,0,7.23E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3889",
H2 + OH <=> H + H2O,1655,0.020447377,0,3.95E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3890",
H2 + OH <=> H + H2O,1740,0.020592114,0,6.33E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3891",
H2 + OH <=> H + H2O,1772,0.020355271,0,6.40E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3892",
H2 + OH <=> H + H2O,1805,0.02023685,0,6.83E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3893",
H2 + OH <=> H + H2O,1820,0.020342113,0,6.33E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3894",
H2 + OH <=> H + H2O,2290,0.020289482,0,7.06E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3895",
H2 + OH <=> H + H2O,1866,0.020657903,0,7.23E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3896",
H2 + OH <=> H + H2O,1851,0.020355271,0,6.17E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3897",
H2 + OH <=> H + H2O,1928,0.020421061,0,9.01E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3898",
H2 + OH <=> H + H2O,1905,0.020473692,0,4.87E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3899",
H2 + OH <=> H + H2O,2015,0.020657903,0,8.13E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3900",
H2 + OH <=> H + H2O,1791,0.020381587,0,5.55E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3901",
H2 + OH <=> H + H2O,1960,0.020171061,0,6.61E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3902",
H2 + OH <=> H + H2O,1930,0.020184219,0,5.63E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3903",
H2 + OH <=> H + H2O,1798,0.020723693,0,5.37E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3904",
H2 + OH <=> H + H2O,1741,0.021000008,0,4.72E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3905",
H2 + OH <=> H + H2O,2068,0.020447377,0,8.37E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3906",
H2 + OH <=> H + H2O,1941,0.020723693,0,6.58E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3907",
H2 + OH <=> H + H2O,2297,0.020407903,0,1.24E+13,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3908",
H2 + OH <=> H + H2O,1903,0.020421061,0,8.55E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3909",
H2 + OH <=> H + H2O,1948,0.020184219,0,7.94E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3910",
H2 + OH <=> H + H2O,1766,0.020368429,0,7.43E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3911",
H2 + OH <=> H + H2O,1969,0.020657903,0,7.06E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3912",
H2 + OH <=> H + H2O,2278,0.020947377,0,1.26E+13,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3913",
H2 + OH <=> H + H2O,1916,0.020421061,0,9.37E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3914",
H2 + OH <=> H + H2O,1931,0.020934219,0,9.22E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3915",
H2 + OH <=> H + H2O,1306,0.020394745,0,2.64E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3916",
H2 + OH <=> H + H2O,1284,0.020315798,0,2.92E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3917",
H2 + OH <=> H + H2O,1249,0.020631587,0,2.48E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3918",
H2 + OH <=> H + H2O,1252,0.020684219,0,2.79E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3919",
H2 + OH <=> H + H2O,1337,0.020657903,0,3.22E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3920",
H2 + OH <=> H + H2O,1383,0.020447377,0,4.07E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3921",
H2 + OH <=> H + H2O,1428,0.020328956,0,3.77E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3922",
H2 + OH <=> H + H2O,1491,0.020565798,0,3.08E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3923",
H2 + OH <=> H + H2O,1420,0.02048685,0,4.17E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3924",
H2 + OH <=> H + H2O,1396,0.020855272,0,3.27E+12,0.693147181,1.00E-10," J.V. Michael, J.W. Sutherland. Rate Constant for the Reaction of H with H,O and OH with H, by the Flash Photolysis-Shock Tube Technique over the Temperature Range 1246-2297 K. Journal of Physical Chemistry 92 (1998) 3853-3925",
